@RELATION overall_satisfaction

@ATTRIBUTE room_type {PrivateRoom,EntireHome,SharedRoom}
@ATTRIBUTE neighborhood {LesCorts,SantsMontjuic,CiutatVella,SantMarti,Gracia,Horta,Sarria,Eixample,SantAndreu,NouBarris}
@ATTRIBUTE reviews NUMERIC
@ATTRIBUTE overall_satisfaction NUMERIC
@ATTRIBUTE accommodates NUMERIC
@ATTRIBUTE bedrooms NUMERIC
@ATTRIBUTE price NUMERIC
@ATTRIBUTE latitude NUMERIC
@ATTRIBUTE longitude NUMERIC

@DATA
EntireHome,SantsMontjuic,59,9.0,4,1.0,101.0,41.372,2.167
EntireHome,Eixample,3,9.0,2,0.0,78.0,41.399,2.183
PrivateRoom,CiutatVella,35,9.0,2,1.0,46.0,41.381,2.177
EntireHome,CiutatVella,75,9.0,4,1.0,96.0,41.383,2.174
EntireHome,SantMarti,70,9.0,2,2.0,94.0,41.4,2.198
PrivateRoom,CiutatVella,13,9.0,2,1.0,30.0,41.378,2.168
EntireHome,SantMarti,6,9.0,4,2.0,121.0,41.417,2.207
EntireHome,Horta,34,9.0,4,1.0,71.0,41.416,2.162
EntireHome,Eixample,47,9.0,5,3.0,107.0,41.408,2.177
PrivateRoom,CiutatVella,58,10.0,2,1.0,72.0,41.376,2.171
PrivateRoom,SantMarti,4,10.0,2,1.0,30.0,41.414,2.191
PrivateRoom,SantMarti,175,9.0,5,2.0,42.0,41.422,2.197
PrivateRoom,Gracia,53,10.0,2,1.0,59.0,41.407,2.156
EntireHome,Eixample,11,8.0,6,3.0,163.0,41.385,2.16
PrivateRoom,Eixample,4,9.0,2,1.0,36.0,41.376,2.162
PrivateRoom,CiutatVella,4,10.0,3,1.0,84.0,41.388,2.175
EntireHome,CiutatVella,11,10.0,5,2.0,108.0,41.383,2.167
EntireHome,LesCorts,52,9.0,6,3.0,174.0,41.386,2.136
PrivateRoom,SantMarti,11,10.0,2,1.0,60.0,41.411,2.217
EntireHome,CiutatVella,84,9.0,6,3.0,132.0,41.384,2.18
EntireHome,Gracia,7,9.0,4,2.0,101.0,41.402,2.16
EntireHome,Gracia,30,8.0,4,2.0,95.0,41.402,2.159
EntireHome,Eixample,24,10.0,6,2.0,132.0,41.405,2.176
EntireHome,LesCorts,40,8.0,6,3.0,124.0,41.39,2.143
PrivateRoom,SantsMontjuic,8,10.0,3,2.0,30.0,41.376,2.131
EntireHome,SantsMontjuic,39,9.0,4,3.0,81.0,41.359,2.142
PrivateRoom,CiutatVella,20,9.0,2,1.0,48.0,41.382,2.172
PrivateRoom,SantMarti,5,9.0,2,1.0,48.0,41.408,2.187
PrivateRoom,CiutatVella,10,9.0,2,1.0,48.0,41.383,2.169
EntireHome,Eixample,19,10.0,2,1.0,78.0,41.388,2.15
EntireHome,CiutatVella,4,10.0,3,1.0,96.0,41.382,2.166
EntireHome,Eixample,181,9.0,4,2.0,163.0,41.376,2.161
EntireHome,SantsMontjuic,54,9.0,6,3.0,173.0,41.374,2.167
EntireHome,Horta,17,9.0,5,1.0,84.0,41.417,2.166
PrivateRoom,Eixample,10,9.0,2,1.0,63.0,41.399,2.179
PrivateRoom,Eixample,22,9.0,1,1.0,24.0,41.394,2.182
PrivateRoom,Eixample,32,9.0,2,1.0,29.0,41.402,2.176
EntireHome,SantMarti,7,8.0,6,4.0,102.0,41.408,2.181
PrivateRoom,SantMarti,13,8.0,2,1.0,54.0,41.409,2.207
EntireHome,Eixample,103,10.0,7,4.0,135.0,41.393,2.18
EntireHome,SantMarti,31,9.0,4,2.0,144.0,41.406,2.186
EntireHome,CiutatVella,9,8.0,4,2.0,142.0,41.38,2.181
EntireHome,Eixample,19,9.0,7,4.0,240.0,41.395,2.168
PrivateRoom,CiutatVella,58,9.0,2,1.0,72.0,41.38,2.172
EntireHome,CiutatVella,3,9.0,3,1.0,114.0,41.381,2.192
EntireHome,SantAndreu,8,10.0,3,1.0,84.0,41.424,2.193
PrivateRoom,Eixample,89,8.0,3,1.0,46.0,41.377,2.155
PrivateRoom,SantsMontjuic,11,9.0,2,1.0,66.0,41.374,2.165
PrivateRoom,Eixample,4,4.0,2,1.0,24.0,41.39,2.163
EntireHome,Gracia,48,9.0,4,1.0,114.0,41.402,2.16
PrivateRoom,Sarria,5,8.0,2,1.0,54.0,41.396,2.142
PrivateRoom,CiutatVella,13,9.0,2,2.0,87.0,41.38,2.168
PrivateRoom,Eixample,6,10.0,2,1.0,52.0,41.395,2.185
PrivateRoom,Sarria,3,9.0,4,2.0,108.0,41.409,2.145
PrivateRoom,CiutatVella,51,8.0,2,1.0,54.0,41.382,2.172
EntireHome,SantsMontjuic,144,8.0,4,2.0,42.0,41.374,2.16
EntireHome,Eixample,15,9.0,6,3.0,158.0,41.402,2.178
EntireHome,Eixample,180,10.0,5,1.0,138.0,41.398,2.166
EntireHome,Eixample,9,7.0,15,7.0,842.0,41.384,2.161
PrivateRoom,Eixample,10,10.0,1,1.0,25.0,41.41,2.177
PrivateRoom,SantsMontjuic,5,10.0,2,1.0,35.0,41.371,2.147
EntireHome,SantMarti,33,10.0,4,2.0,132.0,41.414,2.19
EntireHome,CiutatVella,15,9.0,3,1.0,110.0,41.376,2.171
EntireHome,Eixample,109,8.0,6,2.0,96.0,41.406,2.179
PrivateRoom,SantsMontjuic,5,10.0,1,1.0,41.0,41.373,2.16
EntireHome,Eixample,3,9.0,4,1.0,144.0,41.396,2.172
EntireHome,Eixample,7,8.0,10,5.0,252.0,41.381,2.16
EntireHome,Eixample,74,9.0,6,3.0,135.0,41.389,2.161
PrivateRoom,Sarria,4,9.0,2,1.0,60.0,41.395,2.145
PrivateRoom,CiutatVella,17,8.0,2,1.0,64.0,41.384,2.165
PrivateRoom,SantsMontjuic,65,9.0,2,1.0,78.0,41.373,2.157
EntireHome,Eixample,12,10.0,6,3.0,199.0,41.391,2.167
EntireHome,CiutatVella,4,10.0,2,1.0,65.0,41.383,2.171
EntireHome,CiutatVella,22,9.0,4,2.0,114.0,41.379,2.191
SharedRoom,Eixample,4,8.0,6,1.0,193.0,41.392,2.154
PrivateRoom,SantsMontjuic,100,10.0,2,1.0,30.0,41.373,2.134
SharedRoom,SantsMontjuic,11,8.0,12,1.0,129.0,41.372,2.169
PrivateRoom,SantAndreu,6,10.0,1,1.0,36.0,41.421,2.181
EntireHome,Eixample,15,9.0,6,3.0,149.0,41.399,2.175
PrivateRoom,Gracia,14,9.0,1,1.0,24.0,41.408,2.166
EntireHome,CiutatVella,134,9.0,4,1.0,108.0,41.382,2.166
EntireHome,Eixample,22,8.0,2,1.0,96.0,41.384,2.153
PrivateRoom,SantMarti,3,10.0,3,1.0,84.0,41.393,2.199
EntireHome,SantsMontjuic,45,10.0,4,1.0,96.0,41.382,2.137
SharedRoom,Horta,5,4.0,2,1.0,20.0,41.421,2.158
PrivateRoom,LesCorts,14,9.0,1,1.0,22.0,41.38,2.128
EntireHome,Gracia,40,10.0,2,0.0,108.0,41.403,2.154
PrivateRoom,Eixample,41,10.0,3,1.0,58.0,41.39,2.154
PrivateRoom,CiutatVella,17,9.0,1,1.0,48.0,41.385,2.183
EntireHome,Gracia,6,7.0,2,0.0,72.0,41.411,2.154
EntireHome,SantsMontjuic,7,10.0,4,2.0,114.0,41.373,2.163
EntireHome,Eixample,8,9.0,9,3.0,457.0,41.4,2.173
PrivateRoom,SantMarti,11,9.0,1,1.0,42.0,41.413,2.176
EntireHome,Eixample,13,10.0,4,2.0,348.0,41.391,2.172
EntireHome,Eixample,36,10.0,8,4.0,282.0,41.405,2.172
EntireHome,Eixample,3,9.0,2,0.0,102.0,41.394,2.186
PrivateRoom,CiutatVella,28,9.0,6,3.0,37.0,41.385,2.168
EntireHome,Gracia,34,10.0,6,3.0,301.0,41.398,2.155
EntireHome,Eixample,9,9.0,2,1.0,96.0,41.402,2.179
PrivateRoom,Gracia,25,10.0,2,1.0,48.0,41.413,2.149
EntireHome,SantAndreu,26,9.0,7,4.0,133.0,41.436,2.188
EntireHome,SantsMontjuic,45,9.0,6,1.0,138.0,41.377,2.144
PrivateRoom,CiutatVella,81,9.0,2,1.0,45.0,41.38,2.178
PrivateRoom,SantsMontjuic,6,10.0,3,1.0,36.0,41.359,2.143
EntireHome,Horta,85,10.0,4,2.0,132.0,41.421,2.179
EntireHome,CiutatVella,43,9.0,2,0.0,143.0,41.382,2.18
EntireHome,SantMarti,4,8.0,4,1.0,128.0,41.4,2.206
PrivateRoom,Eixample,55,10.0,3,1.0,54.0,41.394,2.181
PrivateRoom,SantMarti,14,10.0,2,1.0,60.0,41.398,2.201
PrivateRoom,SantMarti,3,10.0,2,1.0,66.0,41.421,2.21
PrivateRoom,CiutatVella,8,9.0,2,1.0,32.0,41.383,2.168
PrivateRoom,SantsMontjuic,9,9.0,2,1.0,84.0,41.368,2.141
PrivateRoom,CiutatVella,3,9.0,1,1.0,30.0,41.382,2.171
EntireHome,CiutatVella,147,8.0,3,1.0,55.0,41.382,2.169
EntireHome,SantsMontjuic,12,10.0,3,1.0,84.0,41.38,2.132
EntireHome,Gracia,60,10.0,2,1.0,102.0,41.419,2.15
EntireHome,CiutatVella,3,9.0,4,2.0,204.0,41.38,2.173
EntireHome,Eixample,17,9.0,10,5.0,420.0,41.387,2.17
EntireHome,CiutatVella,28,10.0,6,2.0,118.0,41.377,2.173
EntireHome,SantMarti,23,8.0,6,2.0,210.0,41.398,2.205
PrivateRoom,Eixample,29,9.0,1,1.0,58.0,41.381,2.148
EntireHome,Eixample,50,9.0,6,3.0,132.0,41.388,2.161
PrivateRoom,SantsMontjuic,49,9.0,1,1.0,50.0,41.373,2.17
EntireHome,CiutatVella,12,10.0,4,0.0,301.0,41.382,2.165
EntireHome,SantMarti,5,6.0,5,2.0,75.0,41.394,2.192
PrivateRoom,Eixample,3,9.0,2,1.0,60.0,41.398,2.183
EntireHome,Eixample,26,9.0,5,3.0,96.0,41.376,2.164
PrivateRoom,SantMarti,32,9.0,2,1.0,53.0,41.412,2.213
EntireHome,Eixample,68,9.0,2,1.0,59.0,41.384,2.153
EntireHome,Gracia,11,10.0,6,2.0,122.0,41.401,2.153
EntireHome,Eixample,113,9.0,5,3.0,144.0,41.403,2.177
PrivateRoom,Gracia,23,9.0,2,1.0,48.0,41.401,2.159
EntireHome,CiutatVella,33,9.0,7,3.0,144.0,41.378,2.173
PrivateRoom,Sarria,4,8.0,1,1.0,31.0,41.402,2.136
PrivateRoom,Gracia,24,9.0,1,1.0,31.0,41.41,2.157
PrivateRoom,CiutatVella,31,9.0,2,1.0,60.0,41.383,2.175
EntireHome,SantMarti,45,7.0,6,3.0,60.0,41.423,2.206
PrivateRoom,SantsMontjuic,26,9.0,2,1.0,27.0,41.359,2.137
PrivateRoom,CiutatVella,3,8.0,2,1.0,60.0,41.385,2.18
EntireHome,Eixample,44,9.0,4,2.0,239.0,41.388,2.171
PrivateRoom,CiutatVella,19,10.0,2,1.0,42.0,41.38,2.178
PrivateRoom,CiutatVella,4,10.0,2,1.0,72.0,41.385,2.186
EntireHome,CiutatVella,10,9.0,3,1.0,96.0,41.382,2.174
EntireHome,Eixample,84,9.0,3,2.0,96.0,41.386,2.148
EntireHome,Sarria,11,10.0,3,1.0,144.0,41.402,2.15
PrivateRoom,SantsMontjuic,5,7.0,2,1.0,42.0,41.372,2.165
PrivateRoom,Horta,9,8.0,2,1.0,34.0,41.411,2.172
PrivateRoom,Horta,51,9.0,2,1.0,48.0,41.423,2.175
PrivateRoom,Eixample,3,9.0,2,1.0,58.0,41.397,2.171
EntireHome,Gracia,74,8.0,2,1.0,72.0,41.399,2.159
PrivateRoom,Eixample,21,9.0,2,1.0,36.0,41.385,2.163
EntireHome,SantsMontjuic,68,9.0,5,3.0,107.0,41.375,2.168
PrivateRoom,CiutatVella,3,10.0,2,2.0,75.0,41.381,2.175
EntireHome,Eixample,5,9.0,6,3.0,144.0,41.376,2.162
PrivateRoom,Eixample,11,10.0,2,1.0,42.0,41.38,2.156
EntireHome,Sarria,46,9.0,3,0.0,82.0,41.395,2.123
EntireHome,SantMarti,17,8.0,3,2.0,132.0,41.395,2.2
PrivateRoom,Eixample,34,9.0,2,1.0,72.0,41.391,2.157
EntireHome,Eixample,45,10.0,6,2.0,324.0,41.388,2.169
PrivateRoom,Gracia,36,10.0,2,1.0,94.0,41.408,2.165
EntireHome,LesCorts,13,10.0,3,1.0,90.0,41.39,2.136
PrivateRoom,SantAndreu,3,9.0,1,1.0,36.0,41.42,2.182
EntireHome,Eixample,4,9.0,4,1.0,121.0,41.408,2.175
PrivateRoom,CiutatVella,196,9.0,2,1.0,30.0,41.388,2.176
EntireHome,Gracia,26,9.0,6,2.0,118.0,41.413,2.158
PrivateRoom,Eixample,66,9.0,2,1.0,41.0,41.393,2.153
EntireHome,SantMarti,4,8.0,6,2.0,166.0,41.395,2.202
EntireHome,Eixample,68,9.0,14,4.0,216.0,41.4,2.171
PrivateRoom,SantsMontjuic,26,9.0,1,1.0,30.0,41.372,2.157
EntireHome,CiutatVella,10,9.0,2,1.0,96.0,41.38,2.167
EntireHome,Eixample,11,9.0,7,4.0,168.0,41.39,2.156
PrivateRoom,Eixample,33,9.0,2,1.0,36.0,41.403,2.178
EntireHome,CiutatVella,11,9.0,4,3.0,157.0,41.384,2.18
EntireHome,Eixample,33,10.0,2,1.0,144.0,41.376,2.164
EntireHome,SantsMontjuic,4,10.0,2,1.0,114.0,41.376,2.143
EntireHome,Gracia,11,8.0,6,2.0,150.0,41.401,2.164
EntireHome,Eixample,29,10.0,8,3.0,114.0,41.409,2.177
PrivateRoom,Gracia,46,9.0,3,1.0,114.0,41.398,2.155
EntireHome,Gracia,3,10.0,4,2.0,150.0,41.407,2.166
EntireHome,SantMarti,3,9.0,2,1.0,144.0,41.395,2.19
PrivateRoom,Eixample,4,9.0,2,1.0,60.0,41.398,2.171
EntireHome,CiutatVella,7,9.0,8,3.0,297.0,41.383,2.167
PrivateRoom,Gracia,26,9.0,2,1.0,34.0,41.405,2.16
PrivateRoom,CiutatVella,16,9.0,2,1.0,37.0,41.39,2.181
EntireHome,Eixample,55,9.0,6,3.0,193.0,41.386,2.165
PrivateRoom,SantsMontjuic,18,8.0,2,1.0,48.0,41.37,2.143
EntireHome,Eixample,198,10.0,5,3.0,114.0,41.407,2.173
PrivateRoom,Eixample,4,9.0,3,1.0,108.0,41.393,2.173
EntireHome,Sarria,18,9.0,10,4.0,384.0,41.394,2.138
EntireHome,SantMarti,7,10.0,6,2.0,203.0,41.404,2.209
PrivateRoom,SantMarti,19,10.0,2,1.0,79.0,41.4,2.201
PrivateRoom,SantsMontjuic,24,10.0,2,1.0,41.0,41.374,2.133
EntireHome,SantsMontjuic,54,9.0,5,3.0,87.0,41.374,2.162
EntireHome,Eixample,126,10.0,4,2.0,150.0,41.391,2.163
PrivateRoom,Gracia,10,10.0,2,1.0,78.0,41.407,2.156
PrivateRoom,Horta,5,9.0,2,1.0,59.0,41.422,2.142
EntireHome,CiutatVella,18,9.0,2,0.0,96.0,41.385,2.183
EntireHome,CiutatVella,8,10.0,6,3.0,481.0,41.389,2.177
PrivateRoom,SantMarti,28,8.0,4,2.0,43.0,41.421,2.203
PrivateRoom,Gracia,59,9.0,2,1.0,34.0,41.402,2.152
PrivateRoom,Eixample,54,9.0,2,1.0,81.0,41.391,2.179
PrivateRoom,Eixample,6,10.0,2,1.0,36.0,41.383,2.16
EntireHome,SantMarti,8,10.0,4,2.0,107.0,41.393,2.193
PrivateRoom,CiutatVella,41,9.0,2,1.0,78.0,41.381,2.172
EntireHome,CiutatVella,22,10.0,6,2.0,201.0,41.382,2.184
PrivateRoom,SantsMontjuic,74,9.0,2,1.0,48.0,41.375,2.13
EntireHome,SantsMontjuic,111,8.0,5,3.0,102.0,41.374,2.16
EntireHome,Eixample,40,10.0,2,1.0,106.0,41.391,2.176
EntireHome,Eixample,19,9.0,2,1.0,102.0,41.394,2.176
PrivateRoom,Sarria,6,9.0,2,1.0,35.0,41.412,2.137
PrivateRoom,SantsMontjuic,47,9.0,3,1.0,25.0,41.375,2.135
EntireHome,Eixample,26,9.0,6,2.0,222.0,41.387,2.166
PrivateRoom,Sarria,36,10.0,3,1.0,61.0,41.407,2.148
EntireHome,CiutatVella,5,9.0,2,1.0,108.0,41.387,2.173
EntireHome,Eixample,47,9.0,5,3.0,229.0,41.395,2.176
PrivateRoom,Eixample,7,10.0,2,1.0,54.0,41.41,2.175
EntireHome,Gracia,21,9.0,3,0.0,102.0,41.4,2.16
EntireHome,Eixample,3,5.0,2,1.0,70.0,41.382,2.159
PrivateRoom,CiutatVella,129,9.0,2,1.0,54.0,41.382,2.17
EntireHome,Eixample,149,10.0,8,4.0,252.0,41.388,2.159
PrivateRoom,Eixample,8,9.0,1,1.0,41.0,41.393,2.155
EntireHome,Eixample,6,10.0,2,1.0,180.0,41.395,2.168
EntireHome,Eixample,24,9.0,6,3.0,240.0,41.392,2.175
EntireHome,Eixample,3,9.0,4,1.0,104.0,41.397,2.172
PrivateRoom,Eixample,20,9.0,2,1.0,50.0,41.383,2.155
PrivateRoom,SantsMontjuic,4,10.0,2,1.0,66.0,41.374,2.153
PrivateRoom,SantsMontjuic,43,10.0,3,1.0,54.0,41.374,2.149
EntireHome,Eixample,3,9.0,2,1.0,282.0,41.387,2.165
EntireHome,SantMarti,72,9.0,5,2.0,96.0,41.398,2.206
PrivateRoom,Eixample,15,9.0,2,1.0,36.0,41.382,2.156
PrivateRoom,Eixample,144,9.0,2,1.0,44.0,41.397,2.184
PrivateRoom,Gracia,6,9.0,2,1.0,30.0,41.412,2.142
PrivateRoom,Eixample,4,9.0,2,1.0,66.0,41.393,2.178
EntireHome,Gracia,50,9.0,4,2.0,85.0,41.4,2.16
EntireHome,CiutatVella,67,9.0,4,0.0,84.0,41.377,2.17
EntireHome,Eixample,51,10.0,6,2.0,199.0,41.405,2.174
PrivateRoom,CiutatVella,46,9.0,2,1.0,54.0,41.381,2.167
PrivateRoom,Eixample,4,9.0,2,1.0,36.0,41.379,2.158
PrivateRoom,CiutatVella,37,10.0,3,1.0,102.0,41.381,2.18
PrivateRoom,Eixample,11,8.0,2,1.0,72.0,41.405,2.173
EntireHome,Gracia,29,8.0,2,0.0,121.0,41.401,2.152
EntireHome,CiutatVella,16,8.0,4,0.0,192.0,41.38,2.178
EntireHome,CiutatVella,33,7.0,6,2.0,132.0,41.385,2.184
EntireHome,CiutatVella,67,10.0,5,2.0,240.0,41.38,2.18
EntireHome,SantMarti,36,9.0,6,3.0,174.0,41.399,2.206
PrivateRoom,SantsMontjuic,38,10.0,1,1.0,28.0,41.377,2.128
PrivateRoom,Eixample,68,8.0,2,1.0,52.0,41.384,2.153
EntireHome,Sarria,28,9.0,5,3.0,132.0,41.397,2.145
PrivateRoom,CiutatVella,14,9.0,2,1.0,50.0,41.385,2.181
EntireHome,Eixample,16,9.0,2,1.0,84.0,41.376,2.162
EntireHome,Eixample,17,10.0,8,4.0,940.0,41.394,2.17
EntireHome,SantMarti,4,10.0,4,2.0,121.0,41.409,2.211
PrivateRoom,Eixample,61,9.0,3,2.0,60.0,41.383,2.15
PrivateRoom,Horta,13,9.0,2,1.0,18.0,41.422,2.173
EntireHome,CiutatVella,33,8.0,4,1.0,121.0,41.377,2.168
PrivateRoom,Eixample,21,10.0,2,1.0,90.0,41.384,2.164
EntireHome,CiutatVella,131,10.0,4,0.0,121.0,41.388,2.173
PrivateRoom,Sarria,54,10.0,2,1.0,54.0,41.408,2.146
EntireHome,Eixample,12,9.0,6,3.0,167.0,41.39,2.153
EntireHome,Eixample,159,10.0,6,2.0,72.0,41.403,2.173
EntireHome,Eixample,73,10.0,6,4.0,168.0,41.375,2.152
PrivateRoom,Eixample,36,8.0,2,1.0,42.0,41.381,2.153
SharedRoom,LesCorts,15,8.0,3,1.0,66.0,41.382,2.126
PrivateRoom,Sarria,23,9.0,2,1.0,72.0,41.398,2.154
EntireHome,SantsMontjuic,82,9.0,8,3.0,82.0,41.373,2.128
EntireHome,Eixample,35,10.0,4,2.0,114.0,41.386,2.16
EntireHome,Eixample,102,9.0,4,2.0,96.0,41.396,2.175
PrivateRoom,Eixample,23,9.0,2,1.0,72.0,41.386,2.158
PrivateRoom,SantMarti,12,9.0,1,1.0,24.0,41.413,2.208
PrivateRoom,Horta,8,9.0,1,1.0,14.0,41.411,2.17
EntireHome,Horta,76,8.0,8,3.0,84.0,41.414,2.177
EntireHome,CiutatVella,51,8.0,3,2.0,54.0,41.385,2.178
PrivateRoom,Eixample,70,10.0,2,1.0,48.0,41.381,2.16
EntireHome,Eixample,53,10.0,4,1.0,199.0,41.39,2.168
PrivateRoom,CiutatVella,104,8.0,2,1.0,36.0,41.382,2.166
PrivateRoom,Horta,16,10.0,2,1.0,54.0,41.411,2.168
PrivateRoom,SantsMontjuic,9,8.0,3,1.0,36.0,41.372,2.166
PrivateRoom,CiutatVella,9,9.0,2,1.0,102.0,41.377,2.172
EntireHome,CiutatVella,36,9.0,4,2.0,72.0,41.379,2.164
EntireHome,Gracia,9,9.0,7,2.0,115.0,41.406,2.169
PrivateRoom,NouBarris,28,8.0,2,1.0,42.0,41.429,2.166
PrivateRoom,Eixample,39,9.0,2,1.0,78.0,41.393,2.175
EntireHome,Eixample,10,9.0,3,2.0,143.0,41.377,2.16
EntireHome,CiutatVella,43,9.0,4,2.0,107.0,41.382,2.175
EntireHome,SantMarti,15,9.0,4,1.0,66.0,41.398,2.208
PrivateRoom,CiutatVella,20,10.0,2,1.0,54.0,41.385,2.183
EntireHome,Eixample,15,10.0,4,3.0,108.0,41.377,2.165
PrivateRoom,CiutatVella,34,9.0,1,1.0,37.0,41.389,2.178
PrivateRoom,SantsMontjuic,43,10.0,1,1.0,30.0,41.368,2.136
EntireHome,SantsMontjuic,65,9.0,2,1.0,78.0,41.377,2.133
PrivateRoom,Eixample,3,10.0,4,2.0,108.0,41.411,2.174
PrivateRoom,CiutatVella,45,10.0,1,1.0,48.0,41.379,2.165
PrivateRoom,Eixample,70,9.0,2,1.0,32.0,41.383,2.154
PrivateRoom,CiutatVella,9,9.0,2,1.0,53.0,41.38,2.187
EntireHome,Eixample,4,10.0,4,1.0,173.0,41.376,2.162
EntireHome,SantsMontjuic,14,9.0,9,5.0,433.0,41.374,2.168
PrivateRoom,Eixample,7,9.0,2,1.0,38.0,41.409,2.174
PrivateRoom,CiutatVella,14,10.0,2,1.0,22.0,41.379,2.174
PrivateRoom,SantsMontjuic,8,9.0,2,1.0,42.0,41.374,2.133
PrivateRoom,Eixample,49,9.0,1,1.0,30.0,41.378,2.154
PrivateRoom,Eixample,53,8.0,2,1.0,29.0,41.377,2.155
EntireHome,Eixample,15,9.0,4,1.0,132.0,41.377,2.164
PrivateRoom,CiutatVella,5,10.0,3,1.0,78.0,41.38,2.178
EntireHome,Eixample,72,9.0,6,2.0,84.0,41.41,2.176
PrivateRoom,Eixample,42,9.0,2,1.0,29.0,41.38,2.158
EntireHome,CiutatVella,15,7.0,2,1.0,42.0,41.38,2.166
PrivateRoom,CiutatVella,25,10.0,2,1.0,60.0,41.385,2.179
PrivateRoom,CiutatVella,10,9.0,2,1.0,48.0,41.387,2.177
EntireHome,Eixample,144,10.0,8,3.0,210.0,41.392,2.18
EntireHome,Eixample,177,9.0,5,2.0,96.0,41.389,2.17
EntireHome,SantsMontjuic,28,9.0,3,1.0,90.0,41.375,2.137
EntireHome,SantMarti,54,8.0,4,2.0,108.0,41.399,2.208
PrivateRoom,SantsMontjuic,7,10.0,3,1.0,22.0,41.38,2.139
PrivateRoom,SantsMontjuic,11,8.0,2,2.0,36.0,41.366,2.137
PrivateRoom,SantsMontjuic,3,10.0,6,2.0,48.0,41.373,2.132
EntireHome,CiutatVella,230,9.0,4,1.0,203.0,41.386,2.173
PrivateRoom,Eixample,49,10.0,2,1.0,63.0,41.397,2.162
SharedRoom,Eixample,29,9.0,4,1.0,30.0,41.391,2.153
PrivateRoom,Horta,44,10.0,1,1.0,59.0,41.41,2.169
PrivateRoom,Eixample,66,8.0,2,1.0,39.0,41.376,2.166
PrivateRoom,SantMarti,10,8.0,1,1.0,43.0,41.415,2.184
EntireHome,SantMarti,9,9.0,8,4.0,433.0,41.39,2.195
PrivateRoom,Gracia,58,9.0,2,1.0,68.0,41.402,2.156
EntireHome,SantsMontjuic,76,9.0,4,1.0,102.0,41.375,2.144
EntireHome,Eixample,16,10.0,2,1.0,165.0,41.391,2.171
PrivateRoom,NouBarris,18,10.0,2,1.0,34.0,41.435,2.169
EntireHome,Horta,63,10.0,6,3.0,216.0,41.42,2.168
EntireHome,Eixample,69,10.0,6,2.0,361.0,41.39,2.168
PrivateRoom,CiutatVella,212,10.0,2,1.0,42.0,41.381,2.177
PrivateRoom,CiutatVella,50,9.0,2,1.0,60.0,41.382,2.179
EntireHome,CiutatVella,8,9.0,3,1.0,180.0,41.382,2.176
PrivateRoom,Eixample,134,9.0,2,1.0,58.0,41.391,2.155
PrivateRoom,SantsMontjuic,47,9.0,1,1.0,24.0,41.372,2.162
PrivateRoom,LesCorts,11,9.0,1,1.0,20.0,41.381,2.13
EntireHome,SantsMontjuic,3,10.0,5,3.0,137.0,41.376,2.134
EntireHome,Eixample,110,10.0,2,1.0,106.0,41.405,2.175
EntireHome,CiutatVella,34,8.0,6,2.0,95.0,41.389,2.18
PrivateRoom,Horta,19,9.0,2,1.0,54.0,41.417,2.162
EntireHome,SantsMontjuic,3,9.0,2,1.0,100.0,41.369,2.139
EntireHome,Eixample,5,10.0,4,1.0,143.0,41.396,2.161
PrivateRoom,CiutatVella,4,9.0,2,1.0,74.0,41.376,2.189
PrivateRoom,Eixample,12,9.0,2,1.0,36.0,41.376,2.158
EntireHome,Eixample,37,9.0,6,2.0,180.0,41.389,2.171
EntireHome,Eixample,19,9.0,4,2.0,116.0,41.396,2.173
EntireHome,Sarria,11,9.0,3,1.0,95.0,41.395,2.143
PrivateRoom,Eixample,28,9.0,1,1.0,30.0,41.401,2.177
EntireHome,Horta,9,9.0,7,4.0,420.0,41.427,2.166
EntireHome,SantMarti,7,7.0,6,2.0,204.0,41.392,2.193
PrivateRoom,Eixample,49,9.0,2,1.0,72.0,41.383,2.162
EntireHome,CiutatVella,20,8.0,7,3.0,132.0,41.385,2.18
PrivateRoom,SantMarti,27,9.0,2,1.0,32.0,41.405,2.185
EntireHome,Sarria,28,10.0,7,3.0,204.0,41.394,2.15
PrivateRoom,SantMarti,15,9.0,4,2.0,102.0,41.412,2.177
PrivateRoom,Eixample,10,9.0,2,1.0,30.0,41.384,2.16
PrivateRoom,CiutatVella,6,10.0,1,1.0,42.0,41.384,2.167
EntireHome,SantsMontjuic,6,8.0,5,2.0,96.0,41.373,2.169
PrivateRoom,Gracia,3,10.0,12,1.0,490.0,41.413,2.157
PrivateRoom,Eixample,3,10.0,2,1.0,66.0,41.386,2.157
PrivateRoom,Eixample,7,10.0,2,1.0,56.0,41.394,2.172
EntireHome,Eixample,172,10.0,6,1.0,102.0,41.401,2.173
EntireHome,CiutatVella,16,9.0,4,2.0,156.0,41.375,2.174
EntireHome,Eixample,14,9.0,6,3.0,144.0,41.406,2.175
PrivateRoom,SantMarti,11,10.0,2,1.0,114.0,41.407,2.203
PrivateRoom,Gracia,34,9.0,2,1.0,36.0,41.399,2.16
EntireHome,SantsMontjuic,32,10.0,3,1.0,123.0,41.372,2.166
EntireHome,CiutatVella,11,9.0,4,1.0,96.0,41.377,2.19
PrivateRoom,Eixample,23,8.0,1,1.0,34.0,41.382,2.151
EntireHome,Eixample,4,7.0,4,2.0,265.0,41.393,2.153
EntireHome,SantsMontjuic,7,9.0,6,2.0,204.0,41.375,2.146
PrivateRoom,NouBarris,130,9.0,4,1.0,42.0,41.432,2.181
